name,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
(ethylsulfinyl)ethane,10.291666666666666,-0.5339506172839505,10.291666666666666,0.5339506172839505,0.5080183250423069,106.19,96.10999999999999,106.04523594,38,0,0.020587901206722842,-0.25960538073760464,0.25960538073760464,0.020587901206722842,1.3333333333333333,1.6666666666666667,1.6666666666666667,32.197213363600675,10.96235740061385,1.830093346447314,-1.8366804324550734,1.7488588257602335,-1.926517279604624,7.8439750389657,0.6843652760819284,2.98816088213427,45.50977500432694,4.99156383156272,4.230710143300821,5.0472067242285465,2.808060412490447,2.158230498229387,3.6462643699419717,1.0171766748170732,3.0515300244512185,0.6439505508593789,1.931851652578136,0.2041241452319315,0.6123724356957944,0.14999999999999997,-666,6.1499999999999995,3.3441747572815532,2.390963855421687,41.20833157459528,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,13.847474399381248,0.0,22.305276256397885,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,13.847474399381248,11.505707213493578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.714605705658048,10.799569042904308,0.0,13.847474399381248,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,11.505707213493578,0.0,0.0,13.847474399381248,0.0,0.0,10.291666666666666,0.0,0.0,0.0,0.0,1.6041666666666665,0.0,0.0,3.8603395061728394,-0.5339506172839505,1.0,6,0,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0.7749,29.22439999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-(propylsulfinyl)propane,10.754166666666666,-0.5200617283950617,10.754166666666666,0.5200617283950617,0.5699294172900871,134.244,120.13199999999998,134.076536068,50,0,0.02317505055613677,-0.25958502919331405,0.25958502919331405,0.02317505055613677,1.125,1.5,1.75,32.19721468530574,10.573059946764628,1.9177628354141367,-1.9284478134638043,1.8791985835436287,-1.9890762839358511,7.844542145980304,0.6802902231277185,3.0551722039096187,62.92878689342031,6.405777393935816,5.644923705673916,6.461420286601642,3.808060412490447,3.158230498229387,4.646264369941972,1.8480746960913104,3.54422408827393,0.8635900917253425,2.590770275176027,0.5574038738774453,1.6722116216323353,0.14999999999999997,-666,8.150000000000002,5.2898601398601395,4.31260162601626,53.9382158033885,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,13.847474399381248,12.841643245852019,22.305276256397885,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,26.689117645233267,11.505707213493578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.714605705658048,10.799569042904308,0.0,26.689117645233267,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,24.3473504593456,0.0,0.0,0.0,13.847474399381248,0.0,10.754166666666666,0.0,0.0,0.0,0.0,1.7655555555555553,0.0,2.0964506172839505,4.126111111111111,-0.5200617283950617,1.0,8,0,1,0,0,0,0,0,0,1,0,2,4,0,0,0,0,1.5551,38.458400000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-(butylsulfinyl)butane,11.071944444444444,-0.5197839506172839,11.071944444444444,0.5197839506172839,0.5856233531754774,162.29799999999997,144.15399999999997,162.107836196,62,0,0.023427451593859745,-0.2595846866430581,0.2595846866430581,0.023427451593859745,1.0,1.4,1.7,32.197214859812604,10.380113661965634,1.955271941964404,-1.9728558155274882,1.9540340533597806,-2.0104687775762606,7.8445732491935205,0.6757639288641282,3.0863484262353005,81.25838096618139,7.819990956308912,7.059137268047012,7.875633848974738,4.808060412490447,4.158230498229388,5.646264369941971,2.5551814772778574,4.251330869460477,1.4511237170428397,2.9391575887554238,0.712712482640468,2.1381374479214035,0.14999999999999997,-666,10.15,7.259289617486338,6.272699386503069,66.66810003218171,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,26.689117645233267,12.841643245852019,22.305276256397885,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,39.53076089108528,11.505707213493578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.714605705658048,10.799569042904308,0.0,39.53076089108528,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,37.18899370519762,0.0,0.0,0.0,13.847474399381248,0.0,11.071944444444444,0.0,0.0,0.0,0.0,1.8263888888888888,0.0,4.571806342907534,4.27186649659864,-0.5197839506172839,1.0,10,0,1,0,0,0,0,0,0,1,0,2,6,0,0,0,0,2.3353,47.69240000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-(pentylsulfinyl)pentane,11.303803854875284,-0.5229938271604939,11.303803854875284,0.5229938271604939,0.5374640254523544,190.35199999999995,168.17599999999996,190.139136324,74,0,0.023437359938858256,-0.25958468392800305,0.25958468392800305,0.023437359938858256,0.8333333333333334,1.25,1.5833333333333333,32.19721500533254,10.271581977297538,1.9739840981264423,-1.9974539901047503,2.002097884073425,-2.0186008774242157,7.844577412303614,0.669424056008246,3.1032830489797627,100.40620687739316,9.234204518682008,8.473350830420108,9.289847411347834,5.808060412490447,5.158230498229386,6.646264369941973,3.262288258464405,4.958437650647025,1.9511237170428397,3.4391575887554238,1.1281614932775865,2.3844844798327594,0.14999999999999997,-666,12.15,9.23968609865471,8.248522167487685,79.39798426097494,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,39.53076089108528,12.841643245852019,22.305276256397885,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,52.372404136937305,11.505707213493578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.714605705658048,10.799569042904308,0.0,52.372404136937305,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,24.3473504593456,25.683286491704038,0.0,0.0,13.847474399381248,0.0,11.303803854875284,0.0,0.0,0.0,0.0,1.8562585034013603,0.0,7.224035493827161,4.361118197278912,-0.5229938271604939,1.0,12,0,1,0,0,0,0,0,0,1,0,2,8,0,0,0,0,3.1155000000000017,56.92640000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1-(hexylsulfinyl)hexane,11.480462018140589,-0.5269620811287474,11.480462018140589,0.5269620811287474,0.5083257288242996,218.40599999999995,192.19799999999995,218.170436452,86,0,0.023437531472476344,-0.2595846839176814,0.2595846839176814,0.023437531472476344,0.7142857142857143,1.1428571428571428,1.5,32.197215149513006,10.20459354473128,1.9844136849460914,-2.0125099548533982,2.035297125104234,-2.021950254702983,7.844579247664051,0.6572393977361348,3.1134825987889045,120.28341890015258,10.648418081055103,9.887564392793204,10.70406097372093,6.808060412490447,6.158230498229386,7.646264369941971,3.969395039650952,5.665544431833572,2.4511237170428393,3.9391575887554238,1.48171488387086,2.7380378704260333,0.14999999999999997,-666,14.15,11.226045627376426,10.232304526748973,92.12786848976816,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,52.372404136937305,12.841643245852019,22.305276256397885,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,65.21404738278933,11.505707213493578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.714605705658048,10.799569042904308,0.0,65.21404738278933,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,24.3473504593456,38.524929737556064,0.0,0.0,13.847474399381248,0.0,11.480462018140589,0.0,0.0,0.0,0.0,1.8732638888888888,0.0,9.975393889419864,4.420064506901628,-0.5269620811287474,1.0,14,0,1,0,0,0,0,0,0,1,0,2,10,0,0,0,0,3.8957000000000033,66.16040000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
1-(heptylsulfinyl)heptane,11.619543808264046,-0.5308594734189969,11.619543808264046,0.5308594734189969,0.4570996192681884,246.45999999999992,216.21999999999994,246.20173658,98,0,0.023437532850114424,-0.2595846839176626,0.2595846839176626,0.023437532850114424,0.625,1.0,1.375,32.197215293657464,10.160513088822318,1.9907569989015919,-2.0223032972305215,2.059464757790997,-2.0233466355407184,7.844580741686184,0.6370027493098283,3.1200940098732817,140.8143311431168,12.0626316434282,11.3017779551663,12.118274536094026,7.808060412490447,7.158230498229386,8.64626436994197,4.676501820837499,6.37265121302012,2.9511237170428393,4.439157588755424,1.8352682744641338,3.091591261019307,0.14999999999999997,-666,16.149999999999995,13.21600660066006,12.220671378091868,104.85775271856139,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,65.21404738278933,12.841643245852019,22.305276256397885,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,78.05569062864136,11.505707213493578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.714605705658048,10.799569042904308,0.0,78.05569062864136,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,11.505707213493578,64.20821622926012,0.0,0.0,13.847474399381248,0.0,11.619543808264046,0.0,0.0,0.0,0.0,1.8839128243890146,0.0,12.788405458555516,4.4612196044326415,-0.5308594734189969,1.0,16,0,1,0,0,0,0,0,0,1,0,2,12,0,0,0,0,4.675900000000005,75.39440000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
1-(octylsulfinyl)octane,11.73188948727639,-0.5344388629937566,11.73188948727639,0.5344388629937566,0.38457109109951365,274.51399999999995,240.24199999999993,274.233036708,110,0,0.023437532855384073,-0.2595846839176626,0.2595846839176626,0.023437532855384073,0.5555555555555556,0.8888888888888888,1.2777777777777777,32.197215437830195,10.129937207191784,1.9949104516946488,-2.029057394920513,2.0777877630027763,-2.0239623154883435,7.8445821749218885,0.6146825180191542,3.124621332555885,161.9357738214561,13.476845205801295,12.715991517539395,13.532488098467121,8.808060412490446,8.158230498229388,9.64626436994197,5.383608602024047,7.079757994206668,3.4511237170428393,4.939157588755424,2.1888216650574073,3.4451446516125808,0.14999999999999997,-666,18.15,15.208309037900875,14.211919504643964,117.5876369473546,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,78.05569062864136,12.841643245852019,22.305276256397885,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,90.89733387449338,11.505707213493578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.714605705658048,10.799569042904308,0.0,90.89733387449338,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,11.505707213493578,77.04985947511214,0.0,0.0,13.847474399381248,0.0,11.73188948727639,0.0,0.0,0.0,0.0,1.8910416666666665,0.0,15.642524687265519,4.491205244007402,-0.5344388629937566,1.0,18,0,1,0,0,0,0,0,0,1,0,2,14,0,0,0,0,5.456100000000006,84.62840000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
1-(nonylsulfinyl)nonane,11.824534115375563,-0.5376487395369667,11.824534115375563,0.5376487395369667,0.3085240104388148,302.56800000000004,264.26399999999995,302.264336836,122,0,0.023437532855393767,-0.2595846839176626,0.2595846839176626,0.023437532855393767,0.5,0.8,1.15,32.19721558203446,10.107917742223515,1.9978142112775081,-2.0338618322311897,2.092146551271442,-2.024222110269039,7.84458359788441,0.595956458288727,3.1278562542295787,183.59490309182672,14.891058768174391,14.130205079912491,14.946701660840217,9.808060412490448,9.158230498229388,10.64626436994197,6.090715383210595,7.786864775393216,3.9511237170428393,5.439157588755424,2.5423750556506812,3.7986980422058547,0.14999999999999997,-666,20.15,17.20221932114882,16.20509641873278,130.31752117614784,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,90.89733387449338,12.841643245852019,22.305276256397885,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,103.73897712034541,11.505707213493578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.714605705658048,10.799569042904308,0.0,103.73897712034541,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,11.505707213493578,89.89150272096417,0.0,0.0,13.847474399381248,0.0,11.824534115375563,0.0,0.0,0.0,0.0,1.8960565248444035,0.0,18.525476233272308,4.513804088266912,-0.5376487395369667,1.0,20,0,1,0,0,0,0,0,0,1,0,2,16,0,0,0,0,6.236300000000007,93.86240000000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
1-(decylsulfinyl)decane,11.902243022629927,-0.5405045705746159,11.902243022629927,0.5405045705746159,0.24680083802472927,330.6220000000001,288.286,330.295636964,134,0,0.02343753285539377,-0.2595846839176626,0.2595846839176626,0.02343753285539377,0.45454545454545453,0.7272727272727273,1.0454545454545454,32.19721572627056,10.091509759283417,1.9999691803434,-2.037424473807257,2.1037161663626827,-2.0243418281388537,7.844585020234046,0.5810396524260492,3.13024750832455,205.7471337468888,16.30527233054749,15.544418642285587,16.36091522321331,10.808060412490448,10.158230498229388,11.64626436994197,6.797822164397143,8.493971556579764,4.451123717042839,5.939157588755425,2.895928446243955,4.152251432799129,0.14999999999999997,-666,22.149999999999995,19.197281323877068,18.199627791563273,143.04740540494106,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,103.73897712034541,12.841643245852019,22.305276256397885,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,116.58062036619744,11.505707213493578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.714605705658048,10.799569042904308,0.0,116.58062036619744,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,11.505707213493578,102.7331459668162,0.0,0.0,13.847474399381248,0.0,11.902243022629927,0.0,0.0,0.0,0.0,1.899722222222222,0.0,21.429451380248373,4.531310167696311,-0.5405045705746159,1.0,22,0,1,0,0,0,0,0,0,1,0,2,18,0,0,0,0,7.016500000000009,103.09640000000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
1-(undecylsulfinyl)undecane,11.968359064707508,-0.543042576900501,11.968359064707508,0.543042576900501,0.20285353214268254,358.6760000000002,312.30800000000005,358.326937092,146,0,0.02343753285539377,-0.2595846839176626,0.2595846839176626,0.02343753285539377,0.4166666666666667,0.6666666666666666,0.9583333333333334,32.19721587053842,10.078983710491052,2.001658316133584,-2.0401068877826436,2.113264549769326,-2.0243906902366673,7.844586443843204,0.5693500548469007,3.13206478384395,228.35446975062402,17.71948589292058,16.958632204658684,17.775128785586407,11.808060412490448,11.158230498229388,12.64626436994197,7.504928945583691,9.20107833776631,4.951123717042839,6.439157588755425,3.249481836837229,4.505804823392402,0.14999999999999997,-666,24.15,21.193196544276457,20.195146726862298,155.77728963373428,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,116.58062036619744,12.841643245852019,22.305276256397885,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,129.42226361204948,11.505707213493578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.714605705658048,10.799569042904308,0.0,129.42226361204948,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,11.505707213493578,115.57478921266822,0.0,0.0,13.847474399381248,0.0,11.968359064707508,0.0,0.0,0.0,0.0,1.9024850440934356,0.0,24.349237329951908,4.54518336036987,-0.543042576900501,1.0,24,0,1,0,0,0,0,0,0,1,0,2,20,0,0,0,0,7.796700000000009,112.3304000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
1-(dodecylsulfinyl)dodecane,12.025296632634086,-0.5453026031989885,12.025296632634086,0.5453026031989885,0.17020349889552594,386.7300000000003,336.3300000000001,386.35823722,158,0,0.02343753285539377,-0.2595846839176626,0.2595846839176626,0.02343753285539377,0.38461538461538464,0.6153846153846154,0.8846153846153846,32.19721601483805,10.069187602079053,2.00304959102592,-2.0421957982412877,2.1213121149008156,-2.024414762578036,7.844587869077692,0.5600227437899435,3.133478054665917,251.38420828958647,19.133699455293673,18.372845767031777,19.1893423479595,12.808060412490448,12.158230498229388,13.64626436994197,8.212035726770239,9.908185118952856,5.451123717042839,6.939157588755425,3.6030352274305026,4.859358213985675,0.14999999999999997,-666,26.149999999999995,23.18976143141153,22.191407867494817,168.50717386252748,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,129.42226361204948,12.841643245852019,22.305276256397885,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,142.2639068579015,11.505707213493578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.714605705658048,10.799569042904308,0.0,142.2639068579015,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,11.505707213493578,128.41643245852023,0.0,0.0,13.847474399381248,0.0,12.025296632634086,0.0,0.0,0.0,0.0,1.9046201814058956,0.0,27.281217704973873,4.556390306407354,-0.5453026031989885,1.0,26,0,1,0,0,0,0,0,0,1,0,2,22,0,0,0,0,8.576900000000006,121.5644000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
1-(tridecylsulfinyl)tridecane,12.074843117894858,-0.547321951372183,12.074843117894858,0.547321951372183,0.14370093360740954,414.7840000000004,360.35200000000015,414.389537348,170,0,0.02343753285539377,-0.2595846839176626,0.2595846839176626,0.02343753285539377,0.35714285714285715,0.5714285714285714,0.8214285714285714,32.197216159169464,10.06139813258954,2.0042471638528836,-2.0438313345568617,2.12822230917835,-2.0244237110789594,7.844589296010955,0.5525497306786488,3.1345987488700304,274.80794088245557,20.547913017666765,19.78705932940487,20.60355591033259,13.808060412490448,13.158230498229388,14.646264369941973,8.919142507956785,10.615291900139402,5.951123717042839,7.439157588755425,3.9565886180237766,5.212911604578948,0.14999999999999997,-666,28.149999999999995,25.186832412523017,24.188240917782025,181.2370580913207,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,142.2639068579015,12.841643245852019,22.305276256397885,0.0,4.208898492164469,10.799569042904308,0.0,0.0,0.0,155.10555010375353,11.505707213493578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.714605705658048,10.799569042904308,0.0,155.10555010375353,0.0,0.0,0.0,0.0,17.07,10.799569042904308,4.208898492164469,0.0,0.0,0.0,11.505707213493578,141.25807570437226,0.0,0.0,13.847474399381248,0.0,12.074843117894858,0.0,0.0,0.0,0.0,1.9063050624589084,0.0,30.222803277033073,4.565592716207567,-0.547321951372183,1.0,28,0,1,0,0,0,0,0,0,1,0,2,24,0,0,0,0,9.3571,130.79840000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"1,1,3,3-tetramethylurea",10.694444444444445,0.018518518518519045,10.694444444444445,0.018518518518519045,0.4441296979108746,116.16399999999999,104.06799999999998,116.094963004,48,0,0.31845467476024386,-0.3307910491164176,0.3307910491164176,0.31845467476024386,1.0,1.25,1.25,16.168507054802514,10.73980744284807,2.0214843912359663,-2.15587874410245,1.8280053362737056,-2.327059894629642,5.724896933275099,0.19059403006836773,3.65123357893369,78.42945954287093,6.732050807568877,5.802675481463779,5.802675481463779,3.5534180126147956,2.440192122731721,2.440192122731721,2.071428567834887,2.071428567834887,0.7651483716701107,0.7651483716701107,0.39999999999999997,0.39999999999999997,-0.73,-666,7.27,2.5461134562213323,1.8180153406908606,49.88020892586648,9.799819461700956,0.0,0.0,0.0,0.0,6.031114512338072,0.0,4.794537184071822,0.0,0.0,0.0,0.0,28.19068793070876,0.0,4.794537184071822,6.031114512338072,0.0,9.799819461700956,0.0,0.0,28.19068793070876,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,44.02162190474778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.550000000000004,0.0,4.794537184071822,0.0,6.031114512338072,0.0,0.0,9.799819461700956,28.19068793070876,0.0,0.0,0.0,0.0,0.0,13.75,0.0,0.0,0.0,0.018518518518519045,0.0,0.0,6.898148148148148,0.8,8,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0.22960000000000003,32.76999999999998,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
